Pathway identifier,Pathway name,Entities found,Entities total,Entities ratio,Entities pValue,Entities FDR,Reactions found,Reactions total,Reactions ratio,Species identifier,Species name,Submitted entities found,Mapped entities,Found reaction identifiers
R-HSA-5576892,"Phase 0 - rapid depolarisation",3,34,0.0022393466376868865,0.0023567168574825104,0.2748159870471796,2,2,1.4206563432305724E-4,9606,Homo sapiens,"782;2259;2258","","R-HSA-5577213;R-HSA-5576895"
R-HSA-9614399,"Regulation of localization of FOXO transcription factors",2,14,9.220839096357768E-4,0.005288781285073818,0.2748159870471796,3,5,3.5516408580764315E-4,9606,Homo sapiens,"7532;7534","","R-HSA-9614562;R-HSA-9614423;R-HSA-9614564"
R-HSA-75035,"Chk1/Chk2(Cds1) mediated inactivation of Cyclin B:Cdk1 complex",2,15,9.879470460383323E-4,0.006041245590905353,0.2748159870471796,1,5,3.5516408580764315E-4,9606,Homo sapiens,"7532;7534","","R-HSA-75016"
R-HSA-9607240,"FLT3 Signaling",3,48,0.0031614305473226635,0.00613926348352023,0.2748159870471796,6,43,0.0030544111379457307,9606,Homo sapiens,"2887;27;5290","","R-HSA-9706340;R-HSA-9706308;R-HSA-9698170;R-HSA-9706287;R-HSA-9706344;R-HSA-9706345"
R-HSA-512988,"Interleukin-3, Interleukin-5 and GM-CSF signaling",3,50,0.0032931568201277745,0.006863305532878172,0.2748159870471796,11,38,0.002699247052138088,9606,Homo sapiens,"2047;7534;5290","","R-HSA-508247;R-HSA-879917;R-HSA-453111;R-HSA-912527;R-HSA-913374;R-HSA-453104;R-HSA-912629;R-HSA-912757;R-HSA-914182;R-HSA-913424;R-HSA-912627"
R-HSA-111447,"Activation of BAD and translocation to mitochondria ",2,19,0.0012513995916485544,0.009502583979535073,0.2748159870471796,2,5,3.5516408580764315E-4,9606,Homo sapiens,"7532;7534","","R-HSA-139906;R-HSA-139899"
R-HSA-9755779,"SARS-CoV-2 targets host intracellular signalling and regulatory pathways",2,19,0.0012513995916485544,0.009502583979535073,0.2748159870471796,1,5,3.5516408580764315E-4,9606,Homo sapiens,"7532;7534","","R-HSA-9729500"
R-HSA-9735871,"SARS-CoV-1 targets host intracellular signalling and regulatory pathways",2,19,0.0012513995916485544,0.009502583979535073,0.2748159870471796,1,7,4.972297201307004E-4,9606,Homo sapiens,"7532;7534","","R-HSA-9727919"
R-HSA-2428928,"IRS-related events triggered by IGF1R",3,69,0.004544556411776329,0.01625669940265928,0.2748159870471796,7,12,8.523938059383435E-4,9606,Homo sapiens,"5140;3479;5290","","R-HSA-74737;R-HSA-109699;R-HSA-2428930;R-HSA-162363;R-HSA-2428926;R-HSA-162425;R-HSA-2428922"
R-HSA-2428924,"IGF1R signaling cascade",3,72,0.004742145820983995,0.018171212907893364,0.2748159870471796,10,17,0.0012075578917459867,9606,Homo sapiens,"5140;3479;5290","","R-HSA-74737;R-HSA-109699;R-HSA-2404193;R-HSA-2404195;R-HSA-2428930;R-HSA-162363;R-HSA-2428926;R-HSA-162425;R-HSA-5686072;R-HSA-2428922"
R-HSA-74751,"Insulin receptor signalling cascade",3,72,0.004742145820983995,0.018171212907893364,0.2748159870471796,7,25,0.0017758204290382155,9606,Homo sapiens,"5140;2887;5290","","R-HSA-74737;R-HSA-74707;R-HSA-109699;R-HSA-74740;R-HSA-162363;R-HSA-110011;R-HSA-162425"
R-HSA-2404192,"Signaling by Type 1 Insulin-like Growth Factor 1 Receptor (IGF1R)",3,73,0.004808008957386551,0.018836079976499942,0.2748159870471796,12,19,0.001349623526069044,9606,Homo sapiens,"5140;3479;5290","","R-HSA-74737;R-HSA-109699;R-HSA-2404199;R-HSA-2404193;R-HSA-2404195;R-HSA-2428930;R-HSA-162363;R-HSA-2428926;R-HSA-162425;R-HSA-2404200;R-HSA-5686072;R-HSA-2428922"
R-HSA-429947,"Deadenylation of mRNA",2,28,0.0018441678192715537,0.019740337794748708,0.2748159870471796,4,4,2.841312686461145E-4,9606,Homo sapiens,"1981;26986","","R-HSA-430021;R-HSA-429955;R-HSA-8941312;R-HSA-429992"
R-HSA-912526,"Interleukin receptor SHC signaling",2,29,0.0019100309556741091,0.02107157439616092,0.2748159870471796,6,6,4.2619690296917176E-4,9606,Homo sapiens,"2047;5290","","R-HSA-508247;R-HSA-453111;R-HSA-912527;R-HSA-913374;R-HSA-453104;R-HSA-913424"
R-HSA-983712,"Ion channel transport",5,208,0.013699532371731542,0.02219150530232994,0.2748159870471796,4,51,0.00362267367523796,9606,Homo sapiens,"490;847;11059;140803","","R-HSA-418309;R-HSA-2682349;R-HSA-3295579;R-HSA-936883"
R-HSA-1834949,"Cytosolic sensors of pathogen-associated DNA ",3,78,0.005137324639399328,0.02236127053724779,0.2748159870471796,5,50,0.003551640858076431,9606,Homo sapiens,"22954;2547;11128","","R-HSA-1834939;R-HSA-3134821;R-HSA-3134804;R-HSA-1964496;R-HSA-1964482"
R-HSA-176034,"Interactions of Tat with host cellular proteins",1,3,1.9758940920766647E-4,0.022661908541019238,0.2748159870471796,2,2,1.4206563432305724E-4,9606,Homo sapiens,"1981","","R-HSA-167234;R-HSA-167235"
R-HSA-163282,"Mitochondrial transcription initiation",1,3,1.9758940920766647E-4,0.022661908541019238,0.2748159870471796,1,2,1.4206563432305724E-4,9606,Homo sapiens,"64216","","R-HSA-163296"
R-HSA-975634,"Retinoid metabolism and transport",3,79,0.005203187775801883,0.023106529572301304,0.2748159870471796,9,28,0.0019889188805228015,9606,Homo sapiens,"2547;3949;2262","","R-HSA-975629;R-HSA-975608;R-HSA-2404131;R-HSA-2424254;R-HSA-2423785;R-HSA-2399913;R-HSA-2429643;R-HSA-975633;R-HSA-2855252"
R-HSA-3295583,"TRP channels",2,32,0.0021076203648817756,0.025281112049200805,0.2748159870471796,1,7,4.972297201307004E-4,9606,Homo sapiens,"490;140803","","R-HSA-3295579"
R-HSA-76002,"Platelet activation, signaling and aggregation",6,293,0.01929789896594876,0.025455798484971037,0.2748159870471796,8,117,0.00831083960789885,9606,Homo sapiens,"782;3827;3479;27;7534;5290","","R-HSA-443831;R-HSA-390663;R-HSA-429157;R-HSA-481007;R-HSA-430076;R-HSA-437162;R-HSA-443402;R-HSA-430073"
R-HSA-5576891,"Cardiac conduction",4,147,0.009681881051175657,0.026781455059623593,0.2748159870471796,4,33,0.002344082966330445,9606,Homo sapiens,"782;2259;2258;490","","R-HSA-418309;R-HSA-5577213;R-HSA-5576895;R-HSA-9614031"
R-HSA-196854,"Metabolism of vitamins and cofactors",7,382,0.025159718105776198,0.02776442709820348,0.2748159870471796,16,205,0.014561727518113368,9606,Homo sapiens,"2547;3949;5167;9963;5091;2262;10840","","R-HSA-8938314;R-HSA-975629;R-HSA-2404131;R-HSA-2993802;R-HSA-3065959;R-HSA-2423785;R-HSA-2399913;R-HSA-2429643;R-HSA-3323111;R-HSA-198870;R-HSA-975608;R-HSA-6808496;R-HSA-196955;R-HSA-2424254;R-HSA-975633;R-HSA-2855252"
R-HSA-75944,"Transcription from mitochondrial promoters",1,4,2.6345254561022194E-4,0.030102149330416106,0.2748159870471796,1,3,2.1309845148458588E-4,9606,Homo sapiens,"64216","","R-HSA-163296"
